연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
1113,2,203,을지로3가,승차,Mar-22,50240
1114,2,203,을지로3가,하차,Mar-22,50025
1115,2,204,을지로4가,승차,Mar-22,61053
1116,2,204,을지로4가,하차,Mar-22,60187
1117,2,205,동대문역사문화공원(DDP),승차,Mar-22,38328
1118,2,205,동대문역사문화공원(DDP),하차,Mar-22,41776
1119,2,206,신당,승차,Mar-22,67258
1120,2,206,신당,하차,Mar-22,68557
1121,2,207,상왕십리,승차,Mar-22,45515
1122,2,207,상왕십리,하차,Mar-22,46760
1123,2,208,왕십리(성동구청),승차,Mar-22,34266
1124,2,208,왕십리(성동구청),하차,Mar-22,29151
1125,2,209,한양대,승차,Mar-22,8516
1126,2,209,한양대,하차,Mar-22,8901
1127,2,210,뚝섬,승차,Mar-22,39206
1128,2,210,뚝섬,하차,Mar-22,39390
1129,2,211,성수,승차,Mar-22,65783
1130,2,211,성수,하차,Mar-22,67420
1131,2,212,건대입구,승차,Mar-22,60562
1132,2,212,건대입구,하차,Mar-22,63043
1133,2,213,구의(광진구청),승차,Mar-22,71135
1134,2,213,구의(광진구청),하차,Mar-22,73444
1135,2,214,강변(동서울터미널),승차,Mar-22,73494
1136,2,214,강변(동서울터미널),하차,Mar-22,71617
1137,2,215,잠실나루,승차,Mar-22,56397
1138,2,215,잠실나루,하차,Mar-22,57095
1139,2,216,잠실(송파구청),승차,Mar-22,115095
1140,2,216,잠실(송파구청),하차,Mar-22,109549
1141,2,217,잠실새내,승차,Mar-22,73008
1142,2,217,잠실새내,하차,Mar-22,73822
1143,2,218,종합운동장,승차,Mar-22,28529
1144,2,218,종합운동장,하차,Mar-22,29227
1145,2,219,삼성(무역센터),승차,Mar-22,77125
1146,2,219,삼성(무역센터),하차,Mar-22,70274
1147,2,220,선릉,승차,Mar-22,154028
1148,2,220,선릉,하차,Mar-22,137073
1149,2,221,역삼,승차,Mar-22,102167
1150,2,221,역삼,하차,Mar-22,102934
1151,2,222,강남,승차,Mar-22,118304
1152,2,222,강남,하차,Mar-22,105293
1153,2,223,교대(법원.검찰청),승차,Mar-22,102623
1154,2,223,교대(법원.검찰청),하차,Mar-22,114232
1155,2,224,서초,승차,Mar-22,52302
1156,2,224,서초,하차,Mar-22,51833
1157,2,225,방배,승차,Mar-22,50359
1158,2,225,방배,하차,Mar-22,49826
1159,2,226,사당,승차,Mar-22,120619
1160,2,226,사당,하차,Mar-22,117642
1161,2,227,낙성대(강감찬),승차,Mar-22,72004
1162,2,227,낙성대(강감찬),하차,Mar-22,73564
1163,2,228,서울대입구(관악구청),승차,Mar-22,126920
1164,2,228,서울대입구(관악구청),하차,Mar-22,121988
1165,2,229,봉천,승차,Mar-22,95446
1166,2,229,봉천,하차,Mar-22,97199
1167,2,230,신림,승차,Mar-22,151317
1168,2,230,신림,하차,Mar-22,154700
1169,2,231,신대방,승차,Mar-22,84962
1170,2,231,신대방,하차,Mar-22,86700
1171,2,232,구로디지털단지,승차,Mar-22,113785
1172,2,232,구로디지털단지,하차,Mar-22,114602
1173,2,233,대림(구로구청),승차,Mar-22,81127
1174,2,233,대림(구로구청),하차,Mar-22,84813
1175,2,234,신도림,승차,Mar-22,127141
1176,2,234,신도림,하차,Mar-22,121060
1177,2,235,문래,승차,Mar-22,59704
1178,2,235,문래,하차,Mar-22,59331
1179,2,236,영등포구청,승차,Mar-22,67140
1180,2,236,영등포구청,하차,Mar-22,66122
1181,2,237,당산,승차,Mar-22,39353
1182,2,237,당산,하차,Mar-22,42996
1183,2,238,합정,승차,Mar-22,44948
1184,2,238,합정,하차,Mar-22,44615
1185,2,239,홍대입구,승차,Mar-22,61153
1186,2,239,홍대입구,하차,Mar-22,58646
1187,2,240,신촌,승차,Mar-22,81817
1188,2,240,신촌,하차,Mar-22,80046
1189,2,241,이대,승차,Mar-22,31268
1190,2,241,이대,하차,Mar-22,32942
1191,2,242,아현,승차,Mar-22,44655
1192,2,242,아현,하차,Mar-22,44171
1193,2,243,충정로(경기대입구),승차,Mar-22,32324
1194,2,243,충정로(경기대입구),하차,Mar-22,32667
1195,2,244,용답,승차,Mar-22,14171
1196,2,244,용답,하차,Mar-22,13810
1197,2,245,신답,승차,Mar-22,7056
1198,2,245,신답,하차,Mar-22,7685
1199,2,246,신설동,승차,Mar-22,22897
1200,2,246,신설동,하차,Mar-22,25297
1201,2,247,도림천,승차,Mar-22,5552
1202,2,247,도림천,하차,Mar-22,5999
1203,2,248,양천구청,승차,Mar-22,32306
1204,2,248,양천구청,하차,Mar-22,33061
1205,2,249,신정네거리,승차,Mar-22,48490
1206,2,249,신정네거리,하차,Mar-22,49871
1207,2,250,용두(동대문구청),승차,Mar-22,17637
1208,2,250,용두(동대문구청),하차,Mar-22,18710
1209,3,309,지축,승차,Mar-22,17329
1210,3,309,지축,하차,Mar-22,16937
1211,3,310,구파발,승차,Mar-22,80772
1212,3,310,구파발,하차,Mar-22,77560
1213,3,311,연신내,승차,Mar-22,186324
1214,3,311,연신내,하차,Mar-22,181752
1215,3,312,불광,승차,Mar-22,100082
1216,3,312,불광,하차,Mar-22,109909
1217,3,313,녹번,승차,Mar-22,54023
1218,3,313,녹번,하차,Mar-22,53845
1219,3,314,홍제,승차,Mar-22,99698
1220,3,314,홍제,하차,Mar-22,98014
1221,3,315,무악재,승차,Mar-22,20278
1222,3,315,무악재,하차,Mar-22,22474
1223,3,316,독립문,승차,Mar-22,48311
1224,3,316,독립문,하차,Mar-22,48344
1225,3,317,경복궁(정부서울청사),승차,Mar-22,55332
1226,3,317,경복궁(정부서울청사),하차,Mar-22,53141
1227,3,318,안국,승차,Mar-22,52293
1228,3,318,안국,하차,Mar-22,54114
1229,3,319,종로3가,승차,Mar-22,39309
1230,3,319,종로3가,하차,Mar-22,43196
1231,3,320,을지로3가,승차,Mar-22,35301
1232,3,320,을지로3가,하차,Mar-22,32994
1233,3,322,동대입구,승차,Mar-22,22954
1234,3,322,동대입구,하차,Mar-22,25517
1235,3,323,약수,승차,Mar-22,56086
1236,3,323,약수,하차,Mar-22,53487
1237,3,324,금호,승차,Mar-22,39105
1238,3,324,금호,하차,Mar-22,39266
1239,3,325,옥수,승차,Mar-22,41914
1240,3,325,옥수,하차,Mar-22,42156
1241,3,326,압구정,승차,Mar-22,92469
1242,3,326,압구정,하차,Mar-22,90188
1243,3,327,신사,승차,Mar-22,52537
1244,3,327,신사,하차,Mar-22,50382
1245,3,328,잠원,승차,Mar-22,22299
1246,3,328,잠원,하차,Mar-22,21561
1247,3,329,고속터미널,승차,Mar-22,115659
1248,3,329,고속터미널,하차,Mar-22,110387
1249,3,330,교대(법원.검찰청),승차,Mar-22,45070
1250,3,330,교대(법원.검찰청),하차,Mar-22,27914
1251,3,331,남부터미널(예술의전당),승차,Mar-22,79830
1252,3,331,남부터미널(예술의전당),하차,Mar-22,80609
1253,3,332,양재(서초구청),승차,Mar-22,102578
1254,3,332,양재(서초구청),하차,Mar-22,103596
1255,3,333,매봉,승차,Mar-22,43054
1256,3,333,매봉,하차,Mar-22,39832
1257,3,334,도곡,승차,Mar-22,17616
1258,3,334,도곡,하차,Mar-22,16469
1259,3,335,대치,승차,Mar-22,46017
1260,3,335,대치,하차,Mar-22,44198
1261,3,336,학여울,승차,Mar-22,11701
1262,3,336,학여울,하차,Mar-22,11181
1263,3,337,대청,승차,Mar-22,39187
1264,3,337,대청,하차,Mar-22,37881
1265,3,338,일원,승차,Mar-22,42960
1266,3,338,일원,하차,Mar-22,43313
1267,3,339,수서,승차,Mar-22,65339
1268,3,339,수서,하차,Mar-22,66154
1269,3,340,가락시장,승차,Mar-22,53501
1270,3,340,가락시장,하차,Mar-22,52404
1271,3,341,경찰병원,승차,Mar-22,27784
1272,3,341,경찰병원,하차,Mar-22,28903
1273,3,342,오금,승차,Mar-22,19529
1274,3,342,오금,하차,Mar-22,19378
1275,4,409,당고개,승차,Mar-22,57415
1276,4,409,당고개,하차,Mar-22,57772
1277,4,410,상계,승차,Mar-22,80373
1278,4,410,상계,하차,Mar-22,79173
1279,4,411,노원,승차,Mar-22,57316
1280,4,411,노원,하차,Mar-22,57414
1281,4,412,창동,승차,Mar-22,136382
1282,4,412,창동,하차,Mar-22,141071
1283,4,413,쌍문,승차,Mar-22,110134
1284,4,413,쌍문,하차,Mar-22,110038
1285,4,414,수유(강북구청),승차,Mar-22,129077
1286,4,414,수유(강북구청),하차,Mar-22,129845
1287,4,415,미아(서울사이버대학),승차,Mar-22,74429
1288,4,415,미아(서울사이버대학),하차,Mar-22,77229
1289,4,416,미아사거리,승차,Mar-22,123751
1290,4,416,미아사거리,하차,Mar-22,124248
1291,4,417,길음,승차,Mar-22,79609
1292,4,417,길음,하차,Mar-22,79907
1293,4,418,성신여대입구(돈암),승차,Mar-22,58827
1294,4,418,성신여대입구(돈암),하차,Mar-22,57827
1295,4,419,한성대입구(삼선교),승차,Mar-22,50586
1296,4,419,한성대입구(삼선교),하차,Mar-22,49921
1297,4,420,혜화,승차,Mar-22,82737
1298,4,420,혜화,하차,Mar-22,82668
1299,4,421,동대문,승차,Mar-22,110833
1300,4,421,동대문,하차,Mar-22,107978
1301,4,422,동대문역사문화공원(DDP),승차,Mar-22,38645
1302,4,422,동대문역사문화공원(DDP),하차,Mar-22,34769
1303,4,423,충무로,승차,Mar-22,76201
1304,4,423,충무로,하차,Mar-22,76387
1305,4,424,명동,승차,Mar-22,39544
1306,4,424,명동,하차,Mar-22,40630
1307,4,425,회현(남대문시장),승차,Mar-22,127085
1308,4,425,회현(남대문시장),하차,Mar-22,127917
1309,4,426,서울역,승차,Mar-22,23464
1310,4,426,서울역,하차,Mar-22,27267
1311,4,427,숙대입구(갈월),승차,Mar-22,34648
1312,4,427,숙대입구(갈월),하차,Mar-22,32570
1313,4,428,삼각지,승차,Mar-22,15286
1314,4,428,삼각지,하차,Mar-22,16365
1315,4,429,신용산,승차,Mar-22,32461
1316,4,429,신용산,하차,Mar-22,32420
1317,4,430,이촌(국립중앙박물관),승차,Mar-22,31715
1318,4,430,이촌(국립중앙박물관),하차,Mar-22,33371
1319,4,431,동작(현충원),승차,Mar-22,12714
1320,4,431,동작(현충원),하차,Mar-22,12626
1321,4,432,총신대입구(이수),승차,Mar-22,110309
1322,4,432,총신대입구(이수),하차,Mar-22,116255
1323,4,433,사당,승차,Mar-22,59599
1324,4,433,사당,하차,Mar-22,57839
1325,4,434,남태령,승차,Mar-22,6284
1326,4,434,남태령,하차,Mar-22,5933
1327,5,2511,방화,승차,Mar-22,34047
1328,5,2511,방화,하차,Mar-22,33224
1329,5,2512,개화산,승차,Mar-22,26574
1330,5,2512,개화산,하차,Mar-22,27412
1331,5,2513,김포공항,승차,Mar-22,21113
1332,5,2513,김포공항,하차,Mar-22,23611
1333,5,2514,송정,승차,Mar-22,34875
1334,5,2514,송정,하차,Mar-22,34254
1335,5,2515,마곡,승차,Mar-22,27016
1336,5,2515,마곡,하차,Mar-22,26287
1337,5,2516,발산,승차,Mar-22,61854
1338,5,2516,발산,하차,Mar-22,59961
1339,5,2517,우장산,승차,Mar-22,62057
1340,5,2517,우장산,하차,Mar-22,64569
1341,5,2518,화곡,승차,Mar-22,100765
1342,5,2518,화곡,하차,Mar-22,96989
1343,5,2519,까치산,승차,Mar-22,108756
1344,5,2519,까치산,하차,Mar-22,110722
1345,5,2520,신정(은행정),승차,Mar-22,43088
1346,5,2520,신정(은행정),하차,Mar-22,43211
1347,5,2521,목동,승차,Mar-22,56941
1348,5,2521,목동,하차,Mar-22,57020
1349,5,2522,오목교(목동운동장앞),승차,Mar-22,56494
1350,5,2522,오목교(목동운동장앞),하차,Mar-22,56001
1351,5,2523,양평,승차,Mar-22,19371
1352,5,2523,양평,하차,Mar-22,19177
1353,5,2524,영등포구청,승차,Mar-22,13517
1354,5,2524,영등포구청,하차,Mar-22,13492
1355,5,2525,영등포시장,승차,Mar-22,48355
1356,5,2525,영등포시장,하차,Mar-22,49484
1357,5,2526,신길,승차,Mar-22,7534
1358,5,2526,신길,하차,Mar-22,7919
1359,5,2527,여의도,승차,Mar-22,32985
1360,5,2527,여의도,하차,Mar-22,30716
1361,5,2528,여의나루,승차,Mar-22,18319
1362,5,2528,여의나루,하차,Mar-22,17316
1363,5,2529,마포,승차,Mar-22,41367
1364,5,2529,마포,하차,Mar-22,40625
1365,5,2530,공덕,승차,Mar-22,29499
1366,5,2530,공덕,하차,Mar-22,27668
1367,5,2531,애오개,승차,Mar-22,25591
1368,5,2531,애오개,하차,Mar-22,25295
1369,5,2532,충정로(경기대입구),승차,Mar-22,9093
1370,5,2532,충정로(경기대입구),하차,Mar-22,9550
1371,5,2533,서대문,승차,Mar-22,42390
1372,5,2533,서대문,하차,Mar-22,39480
1373,5,2534,광화문(세종문화회관),승차,Mar-22,52247
1374,5,2534,광화문(세종문화회관),하차,Mar-22,52117
1375,5,2535,종로3가,승차,Mar-22,63199
1376,5,2535,종로3가,하차,Mar-22,68973
1377,5,2536,을지로4가,승차,Mar-22,32042
1378,5,2536,을지로4가,하차,Mar-22,31355
1379,5,2537,동대문역사문화공원(DDP),승차,Mar-22,6291
1380,5,2537,동대문역사문화공원(DDP),하차,Mar-22,6887
1381,5,2538,청구,승차,Mar-22,17836
1382,5,2538,청구,하차,Mar-22,14330
1383,5,2539,신금호,승차,Mar-22,26841
1384,5,2539,신금호,하차,Mar-22,30220
1385,5,2540,행당,승차,Mar-22,33833
1386,5,2540,행당,하차,Mar-22,30874
1387,5,2541,왕십리(성동구청),승차,Mar-22,15196
1388,5,2541,왕십리(성동구청),하차,Mar-22,15159
1389,5,2542,마장,승차,Mar-22,26687
1390,5,2542,마장,하차,Mar-22,25942
1391,5,2543,답십리,승차,Mar-22,55108
1392,5,2543,답십리,하차,Mar-22,53535
1393,5,2544,장한평,승차,Mar-22,61019
1394,5,2544,장한평,하차,Mar-22,62149
1395,5,2545,군자(능동),승차,Mar-22,26984
1396,5,2545,군자(능동),하차,Mar-22,28160
1397,5,2546,아차산(어린이대공원후문),승차,Mar-22,70415
1398,5,2546,아차산(어린이대공원후문),하차,Mar-22,68766
1399,5,2547,광나루(장신대),승차,Mar-22,49441
1400,5,2547,광나루(장신대),하차,Mar-22,48619
1401,5,2548,천호(풍납토성),승차,Mar-22,87895
1402,5,2548,천호(풍납토성),하차,Mar-22,90558
1403,5,2549,강동,승차,Mar-22,75267
1404,5,2549,강동,하차,Mar-22,73383
1405,5,2550,길동,승차,Mar-22,53004
1406,5,2550,길동,하차,Mar-22,54732
1407,5,2551,굽은다리(강동구민회관앞),승차,Mar-22,50246
1408,5,2551,굽은다리(강동구민회관앞),하차,Mar-22,46535
1409,5,2552,명일,승차,Mar-22,47331
1410,5,2552,명일,하차,Mar-22,49647
1411,5,2553,고덕,승차,Mar-22,47000
1412,5,2553,고덕,하차,Mar-22,47103
1413,5,2554,상일동,승차,Mar-22,62897
1414,5,2554,상일동,하차,Mar-22,61062
1415,5,2555,둔촌동,승차,Mar-22,44758
1416,5,2555,둔촌동,하차,Mar-22,45321
1417,5,2556,올림픽공원(한국체대),승차,Mar-22,26087
1418,5,2556,올림픽공원(한국체대),하차,Mar-22,23787
1419,5,2557,방이,승차,Mar-22,32862
1420,5,2557,방이,하차,Mar-22,32568
1421,5,2558,오금,승차,Mar-22,14136
1422,5,2558,오금,하차,Mar-22,13814
1423,5,2559,개롱,승차,Mar-22,31735
1424,5,2559,개롱,하차,Mar-22,33313
1425,5,2560,거여,승차,Mar-22,42970
1426,5,2560,거여,하차,Mar-22,42134
1427,5,2561,마천,승차,Mar-22,38419
1428,5,2561,마천,하차,Mar-22,40402
1429,5,2562,강일,승차,Mar-22,21796
1430,5,2562,강일,하차,Mar-22,21699
1431,5,2563,미사,승차,Mar-22,49729
1432,5,2563,미사,하차,Mar-22,50084
1433,5,2564,하남풍산,승차,Mar-22,18655
1434,5,2564,하남풍산,하차,Mar-22,18357
1435,5,2565,하남시청(덕풍·신장),승차,Mar-22,43492
1436,5,2565,하남시청(덕풍·신장),하차,Mar-22,44969
1437,5,2566,하남검단산,승차,Mar-22,32816
1438,5,2566,하남검단산,하차,Mar-22,33004
1439,6,2611,응암,승차,Mar-22,80794
1440,6,2611,응암,하차,Mar-22,80719
1441,6,2612,역촌,승차,Mar-22,22985
1442,6,2612,역촌,하차,Mar-22,22376
1443,6,2613,불광,승차,Mar-22,27854
1444,6,2613,불광,하차,Mar-22,22912
1445,6,2614,독바위,승차,Mar-22,13885
1446,6,2614,독바위,하차,Mar-22,17903
1447,6,2616,구산,승차,Mar-22,35087
1448,6,2616,구산,하차,Mar-22,37511
1449,6,2617,새절(신사),승차,Mar-22,60088
1450,6,2617,새절(신사),하차,Mar-22,60906
1451,6,2618,증산(명지대앞),승차,Mar-22,49681
1452,6,2618,증산(명지대앞),하차,Mar-22,51462
1453,6,2619,디지털미디어시티,승차,Mar-22,38382
1454,6,2619,디지털미디어시티,하차,Mar-22,38783
1455,6,2620,월드컵경기장(성산),승차,Mar-22,40667
1456,6,2620,월드컵경기장(성산),하차,Mar-22,38646
1457,6,2621,마포구청,승차,Mar-22,50428
1458,6,2621,마포구청,하차,Mar-22,46063
1459,6,2622,망원,승차,Mar-22,57923
1460,6,2622,망원,하차,Mar-22,60165
1461,6,2623,합정,승차,Mar-22,26550
1462,6,2623,합정,하차,Mar-22,24574
1463,6,2624,상수,승차,Mar-22,15340
1464,6,2624,상수,하차,Mar-22,15528
1465,6,2625,광흥창(서강),승차,Mar-22,33101
1466,6,2625,광흥창(서강),하차,Mar-22,33074
1467,6,2626,대흥(서강대앞),승차,Mar-22,30850
1468,6,2626,대흥(서강대앞),하차,Mar-22,30880
1469,6,2627,공덕,승차,Mar-22,50679
1470,6,2627,공덕,하차,Mar-22,47209
1471,6,2628,효창공원앞,승차,Mar-22,26263
1472,6,2628,효창공원앞,하차,Mar-22,25151
1473,6,2629,삼각지,승차,Mar-22,11194
1474,6,2629,삼각지,하차,Mar-22,8846
1475,6,2630,녹사평(용산구청),승차,Mar-22,12343
1476,6,2630,녹사평(용산구청),하차,Mar-22,11918
1477,6,2631,이태원,승차,Mar-22,21733
1478,6,2631,이태원,하차,Mar-22,22644
1479,6,2632,한강진,승차,Mar-22,10600
1480,6,2632,한강진,하차,Mar-22,10301
1481,6,2633,버티고개,승차,Mar-22,9511
1482,6,2633,버티고개,하차,Mar-22,11467
1483,6,2634,약수,승차,Mar-22,15726
1484,6,2634,약수,하차,Mar-22,15390
1485,6,2635,청구,승차,Mar-22,13773
1486,6,2635,청구,하차,Mar-22,16242
1487,6,2636,신당,승차,Mar-22,26753
1488,6,2636,신당,하차,Mar-22,26135
1489,6,2637,동묘앞,승차,Mar-22,47568
1490,6,2637,동묘앞,하차,Mar-22,43000
1491,6,2638,창신,승차,Mar-22,13368
1492,6,2638,창신,하차,Mar-22,12744
1493,6,2639,보문,승차,Mar-22,20453
1494,6,2639,보문,하차,Mar-22,19636
1495,6,2640,안암(고대병원앞),승차,Mar-22,22886
1496,6,2640,안암(고대병원앞),하차,Mar-22,21976
1497,6,2641,고려대(종암),승차,Mar-22,22956
1498,6,2641,고려대(종암),하차,Mar-22,23390
1499,6,2642,월곡(동덕여대),승차,Mar-22,49591
1500,6,2642,월곡(동덕여대),하차,Mar-22,50169
1501,6,2643,상월곡(한국과학기술연구원),승차,Mar-22,27281
1502,6,2643,상월곡(한국과학기술연구원),하차,Mar-22,27113
1503,6,2644,돌곶이,승차,Mar-22,40910
1504,6,2644,돌곶이,하차,Mar-22,40220
1505,6,2645,석계,승차,Mar-22,53081
1506,6,2645,석계,하차,Mar-22,53427
1507,6,2646,태릉입구,승차,Mar-22,19992
1508,6,2646,태릉입구,하차,Mar-22,20661
1509,6,2647,화랑대(서울여대입구),승차,Mar-22,32341
1510,6,2647,화랑대(서울여대입구),하차,Mar-22,29407
1511,6,2648,봉화산(서울의료원),승차,Mar-22,31877
1512,6,2648,봉화산(서울의료원),하차,Mar-22,31937
1513,7,2711,장암,승차,Mar-22,6990
1514,7,2711,장암,하차,Mar-22,5042
1515,7,2712,도봉산,승차,Mar-22,33195
1516,7,2712,도봉산,하차,Mar-22,49760
1517,7,2713,수락산,승차,Mar-22,65306
1518,7,2713,수락산,하차,Mar-22,66186
1519,7,2714,마들,승차,Mar-22,58933
1520,7,2714,마들,하차,Mar-22,58955
1521,7,2715,노원,승차,Mar-22,79876
1522,7,2715,노원,하차,Mar-22,80475
1523,7,2716,중계,승차,Mar-22,56201
1524,7,2716,중계,하차,Mar-22,54811
1525,7,2717,하계,승차,Mar-22,67226
1526,7,2717,하계,하차,Mar-22,65965
1527,7,2718,공릉(서울과학기술대),승차,Mar-22,48466
1528,7,2718,공릉(서울과학기술대),하차,Mar-22,48987
1529,7,2719,태릉입구,승차,Mar-22,30105
1530,7,2719,태릉입구,하차,Mar-22,28674
1531,7,2720,먹골,승차,Mar-22,44337
1532,7,2720,먹골,하차,Mar-22,45005
1533,7,2721,중화,승차,Mar-22,42627
1534,7,2721,중화,하차,Mar-22,43696
1535,7,2722,상봉(시외버스터미널),승차,Mar-22,47135
1536,7,2722,상봉(시외버스터미널),하차,Mar-22,45707
1537,7,2723,면목,승차,Mar-22,67335
1538,7,2723,면목,하차,Mar-22,69349
1539,7,2724,사가정,승차,Mar-22,68623
1540,7,2724,사가정,하차,Mar-22,69678
1541,7,2725,용마산(용마폭포공원),승차,Mar-22,23910
1542,7,2725,용마산(용마폭포공원),하차,Mar-22,25724
1543,7,2726,중곡,승차,Mar-22,40634
1544,7,2726,중곡,하차,Mar-22,41727
1545,7,2727,군자(능동),승차,Mar-22,52820
1546,7,2727,군자(능동),하차,Mar-22,46681
1547,7,2728,어린이대공원(세종대),승차,Mar-22,27182
1548,7,2728,어린이대공원(세종대),하차,Mar-22,27543
1549,7,2729,건대입구,승차,Mar-22,35421
1550,7,2729,건대입구,하차,Mar-22,32343
1551,7,2730,뚝섬유원지,승차,Mar-22,30519
1552,7,2730,뚝섬유원지,하차,Mar-22,30550
1553,7,2731,청담,승차,Mar-22,53872
1554,7,2731,청담,하차,Mar-22,51588
1555,7,2732,강남구청,승차,Mar-22,35781
1556,7,2732,강남구청,하차,Mar-22,36045
1557,7,2733,학동,승차,Mar-22,42745
1558,7,2733,학동,하차,Mar-22,40405
1559,7,2734,논현,승차,Mar-22,35467
1560,7,2734,논현,하차,Mar-22,34708
1561,7,2735,반포,승차,Mar-22,23565
1562,7,2735,반포,하차,Mar-22,22558
1563,7,2736,고속터미널,승차,Mar-22,47888
1564,7,2736,고속터미널,하차,Mar-22,41951
1565,7,2737,내방,승차,Mar-22,47637
1566,7,2737,내방,하차,Mar-22,46962
1567,7,2738,이수,승차,Mar-22,53555
1568,7,2738,이수,하차,Mar-22,51327
1569,7,2739,남성,승차,Mar-22,48780
1570,7,2739,남성,하차,Mar-22,48780
1571,7,2740,숭실대입구(살피재),승차,Mar-22,41518
1572,7,2740,숭실대입구(살피재),하차,Mar-22,43798
1573,7,2741,상도,승차,Mar-22,40888
1574,7,2741,상도,하차,Mar-22,39711
1575,7,2742,장승배기,승차,Mar-22,45630
1576,7,2742,장승배기,하차,Mar-22,46610
1577,7,2743,신대방삼거리,승차,Mar-22,61828
1578,7,2743,신대방삼거리,하차,Mar-22,63356
1579,7,2744,보라매,승차,Mar-22,29941
1580,7,2744,보라매,하차,Mar-22,29587
1581,7,2745,신풍,승차,Mar-22,47845
1582,7,2745,신풍,하차,Mar-22,48838
1583,7,2746,대림(구로구청),승차,Mar-22,23839
1584,7,2746,대림(구로구청),하차,Mar-22,23646
1585,7,2747,남구로,승차,Mar-22,40142
1586,7,2747,남구로,하차,Mar-22,39951
1587,7,2748,가산디지털단지,승차,Mar-22,56249
1588,7,2748,가산디지털단지,하차,Mar-22,52801
1589,7,2749,철산,승차,Mar-22,64671
1590,7,2749,철산,하차,Mar-22,64682
1591,7,2750,광명사거리,승차,Mar-22,104026
1592,7,2750,광명사거리,하차,Mar-22,107237
1593,7,2751,천왕,승차,Mar-22,36766
1594,7,2751,천왕,하차,Mar-22,36720
1595,7,2752,온수(성공회대입구),승차,Mar-22,26509
1596,7,2752,온수(성공회대입구),하차,Mar-22,25310
1597,8,2811,암사,승차,Mar-22,72879
1598,8,2811,암사,하차,Mar-22,72271
1599,8,2812,천호(풍납토성),승차,Mar-22,56253
1600,8,2812,천호(풍납토성),하차,Mar-22,52864
1601,8,2813,강동구청,승차,Mar-22,44307
1602,8,2813,강동구청,하차,Mar-22,44345
1603,8,2814,몽촌토성(평화의문),승차,Mar-22,23793
1604,8,2814,몽촌토성(평화의문),하차,Mar-22,23115
1605,8,2815,잠실(송파구청),승차,Mar-22,44629
1606,8,2815,잠실(송파구청),하차,Mar-22,42835
1607,8,2816,석촌,승차,Mar-22,34760
1608,8,2816,석촌,하차,Mar-22,37317
1609,8,2817,송파,승차,Mar-22,38069
1610,8,2817,송파,하차,Mar-22,38463
1611,8,2818,가락시장,승차,Mar-22,43926
1612,8,2818,가락시장,하차,Mar-22,44867
1613,8,2819,문정,승차,Mar-22,39786
1614,8,2819,문정,하차,Mar-22,39180
1615,8,2820,장지,승차,Mar-22,52230
1616,8,2820,장지,하차,Mar-22,49950
1617,8,2821,복정,승차,Mar-22,26144
1618,8,2821,복정,하차,Mar-22,23342
1619,8,2822,산성,승차,Mar-22,21854
1620,8,2822,산성,하차,Mar-22,24523
1621,8,2823,남한산성입구(성남법원.검찰청),승차,Mar-22,55254
1622,8,2823,남한산성입구(성남법원.검찰청),하차,Mar-22,54083
1623,8,2824,단대오거리,승차,Mar-22,49189
1624,8,2824,단대오거리,하차,Mar-22,48488
1625,8,2825,신흥,승차,Mar-22,23503
1626,8,2825,신흥,하차,Mar-22,24290
1627,8,2826,수진,승차,Mar-22,30164
1628,8,2826,수진,하차,Mar-22,30187
1629,8,2827,모란,승차,Mar-22,38534
1630,8,2827,모란,하차,Mar-22,30271
1631,8,2828,남위례,승차,Mar-22,16066
1632,8,2828,남위례,하차,Mar-22,16114
1633,1,150,서울역,승차,Apr-22,142611
1634,1,150,서울역,하차,Apr-22,136524
1635,1,151,시청,승차,Apr-22,61890
1636,1,151,시청,하차,Apr-22,60621
1637,1,152,종각,승차,Apr-22,98342
1638,1,152,종각,하차,Apr-22,91421
1639,1,153,종로3가,승차,Apr-22,236927
1640,1,153,종로3가,하차,Apr-22,219690
1641,1,154,종로5가,승차,Apr-22,215639
1642,1,154,종로5가,하차,Apr-22,208446
1643,1,155,동대문,승차,Apr-22,96397
1644,1,155,동대문,하차,Apr-22,96107
1645,1,156,신설동,승차,Apr-22,94787
1646,1,156,신설동,하차,Apr-22,91386
1647,1,157,제기동,승차,Apr-22,236194
1648,1,157,제기동,하차,Apr-22,254170
1649,1,158,청량리(서울시립대입구),승차,Apr-22,213347
1650,1,158,청량리(서울시립대입구),하차,Apr-22,215769
1651,1,159,동묘앞,승차,Apr-22,129309
1652,1,159,동묘앞,하차,Apr-22,130024
1653,2,201,시청,승차,Apr-22,39050
1654,2,201,시청,하차,Apr-22,34766
1655,2,202,을지로입구,승차,Apr-22,68567
1656,2,202,을지로입구,하차,Apr-22,63150
1657,2,203,을지로3가,승차,Apr-22,55421
1658,2,203,을지로3가,하차,Apr-22,55100
1659,2,204,을지로4가,승차,Apr-22,65044
1660,2,204,을지로4가,하차,Apr-22,64408
1661,2,205,동대문역사문화공원(DDP),승차,Apr-22,42261
1662,2,205,동대문역사문화공원(DDP),하차,Apr-22,46585
1663,2,206,신당,승차,Apr-22,76221
1664,2,206,신당,하차,Apr-22,76796
1665,2,207,상왕십리,승차,Apr-22,49686
1666,2,207,상왕십리,하차,Apr-22,51116
1667,2,208,왕십리(성동구청),승차,Apr-22,38275
